"id","text","label","confidence"
"10239674864474861-top-0151","79 Cầu Bè, Nha Trang. Nhà có trẻ em và phụ nữ","1","0.76"
"10239674864474861-top-0152","Mọi người vào khu vực này cứu với!","0","0.6"
"10239674864474861-top-0153","Em lướt thấy bạn này đang cần giúp đỡ ạ","0","0.6"
"10239674864474861-top-0154","CẤP CỨU!!!

Nhiều nhà dân ở đường Huỳnh Thúc Kháng, gần công ty Tuấn Việt, cầu Bà Nai,, thôn Dông Dinh, xã Diên Toàn bị mắc kẹt lụt trên nóc nhà.
Nhà mình có 2 người già đi lại bất tiện, 4 người lớn và 2 trẻ em. liên lạc được với nhà cách đây 4 tiếng thì ngập gần tới nóc rồi, giờ không biết thế nào.
Đã gọi cứu hộ nhưng không được
SĐT 0975163997 
SĐT 0934502379
SĐT 0385832101

Mong đội cứu hộ đến cứu với ạ.","1","0.93"
"10239674864474861-top-0155","Mong sao MN đều được bình an 
Nam mô a Di Đà Phật ❤️","0","0.86"
"10239674864474861-top-0156","!!GẤP!!
!! QUY NHƠN!!

Cần cứu trợ gần công viên Long Vân khu nhà tại cầu mới trên sông Hà Thanh 
Sdt: 0935856839 (Đính)
0366820872 / 0934767708 (Thơm)
0362172960 (Danh)","1","0.76"
"10239674864474861-top-0157","Nam mô a di đa phat","0","0.6"
"10239674864474861-top-0158","","0","0.92"
"10239674864474861-top-0159","Oi nam mô a di đà Phật 
Mặt hết rồi","0","0.6"
"10239674864474861-top-0160","Phú Yên ở thôn hà Yến -tuy an (cũ) cầu cứu dùm nhà chị em sdt 0947606818 có 4ng già, 4trẻ em đang kẹt nhà kế bên sập tường rồi ạ","1","0.76"
"10239674864474861-reply-0160-0001","Up","0","0.92"
"10239674864474861-top-0161","❌❌ MỌI NGƯỜI ƠI . CỨU DÙM 2 BÁC LỚN TUỔi BỊ KẸT TRONG NHÀ NƯỚC TỚI NÓC NHÀ RỒI 🙏😭😭�

Địa chỉ : Hẻm 89 Nguyễn Tất Thành, tổ 7, KP2, phường 2, Tuy Hòa ( cũ )
Sđt : 0907337145 . 0373105277","1","0.93"
"10239674864474861-top-0162","🆘Cần cứu gấp ạ!

Có ai làm ơn cứu dùm xóm đồng với. Bầu trạnh , hòa mỹ đông . 😭0787576092 Thảo","1","0.76"
"10239674864474861-top-0163","Chú Huy ơi, trường hợp này bạn cháu đăng vẫn chưa gọi được cứu hộ, ạ cứu giúp với ạ
Tuyết Vũ","0","0.6"
"10239674864474861-reply-0163-0001","Phan Thu Tài","0","0.6"
"10239674864474861-top-0164","❌❌Hẻm 876-878 Hùng Vương - Qui Nhơn Bắc ( thôn Tường Vân cũ) xóm đường rây xe lửa nhiều nhà bị cô lập, nước gần lên mái nhà gọi cứu hộ k đc, lượng pin đt gần như cạn kiệt. Xóm e nhiều trẻ nhỏ, nhiều ng già đau yếu khả năng di chuyển thấp. Rất mong đoàn cứu hộ đi qua giúp đỡ. 
K có sđt liên lạc vì đa số hết pin và mất sóng 🙏🙏🥲
❌❌CỨU HỘ TỚI CỨU XÓM E DÙM VỚI MỌI NGƯỜI ƠI (NHÀ MẸ E CÓ 3 TRẺ NHỎ, 3 NGƯỜI GIÀ, 3 NGƯỜI LỚN MÀ XÓM E SẮP TRỤ KO NỔI RỒI😭😭😭)
SDT: 0342758097","1","0.93"
"10239674864474861-top-0165","Nam mô a Di Đà Phật.nam mô bồ tát ma ha tát cứu khổ cứu nạn cứu dân chúng bình an ạ","0","0.8"
"10239674864474861-top-0166","C này bị cô lập kêu cứu k đc ạ . Xin giúp c ấy có bé nhỏ 3 tuổi sắp chịu k nổi","1","0.76"
"10239674864474861-top-0167","Sốt cái ruột 
Mong mọi người nhà đều bình an","0","0.86"
"10239674864474861-top-0168","Anh ơi cứu ba mẹ em ,ở ngay dưới cầu bàn thạch tuy hòa,có 2 vc già,từ hôm qua tới giờ ở trên mái nhà,nhờ anh giúp ba mẹ","0","0.6"
"10239674864474861-top-0169","SOS
nhà em đang ngồi trên mái nhà để trốn nước
nhưng mưa gió to và nước đang lên nhanh. Ai cứu gia đình
em với, nhà em đang có 3 người. Ba mẹ và em gái sức
khỏe đều yếu sợ trụ không nối Cì
Sdt: 0386 801749
Địa chỉ: Xóm cát, đội 9, thôn quy hậu, xã hoa trị, huyện phú
hoà, tỉnh phú yên (cũ) - khu nhà ở giữa đồng.
sđt liên hệ: 0386801749 (Uyên), 0389071537,
0373071308","1","0.86"
"10239674864474861-top-0170","Ga Diêu Trì ngập ko cả nhà?","0","0.6"
"10239674864474861-top-0171","Cứu với mn ơi gọi số nào cũng bận. Nhà bạn mình có cụ già 82 tuổi có thể hỗ trợ gấp ko. Ông già chân yếu ko ngồi lên tủ lạnh được. Nhà ở 317/9 Lạc Long Quân, diên Khánh, hẻm sát bên nhà thuốc An Khang. Sdt 0792494588 nhưng đã ko liên lạc đc nữa","1","0.76"
"10239674864474861-top-0172","Mong mọi người bình an","0","0.86"
"10239674864474861-top-0173","Cầu bình an tới gđ bạn và người vùng lũ 🙏🏻","0","0.86"
"10239674864474861-top-0174","Thương quá ạ","0","0.8"
"10239674864474861-top-0175","Thương  mọi người quá  ,cầu mong mọi người đều bình an","0","0.86"
"10239674864474861-top-0176","Đau thuong quá, Ông trời ơi!!!!","0","0.6"
"10239674864474861-top-0177","@Cà Rốt","0","0.6"
"10239674864474861-top-0178","Thôn tân long, xuân sơn nam, đồng xuân, phú yên ạ. Ko liên lạc dc ng nhà, nước ngập phả mái, toàn ng lớn tuổi ạ mong được cứu trợ","0","0.6"
"10239674864474861-reply-0178-0001","Việt Trinh huhu nhà ck m ở Đồng Xuân hả","0","0.6"
"10239674864474861-top-0179","Theo dõi tin kg ngủ được mn ơi","0","0.6"
"10239674864474861-top-0180","Cầu cho mn được an toàn","0","0.6"
"10239674864474861-top-0181","SOS, cứu giúp nhà Em. Người già và Trẻ con. Địa chỉ Hẻm 19/7. 19/9 Gò Cây Cóc- Thôn Phú Vinh, Vĩnh Thạnh -Tây Nha Trang. Hẻm cà phê Garden coffee. Liên hệ - 0905214069. Xin cảm ơn.","1","0.76"
"10239674864474861-top-0182","Cần cứu hộ ở tuy an phú yên ạ😭","0","0.6"
"10239674864474861-top-0183","SOS

 Anh ơi đưa tin tìm dùm 5 người nhà em. 3 người lớn, 2 em bé ở Phụng tường ở nóc nhà cầu cứu trưa ngày 19, khuya bé cháu nhắn tin nói dì ơi mấy chị em con ước mình hết, lạnh và đói không biết chịu nổi đến ngày mai không nữa, dì gọi có ai vào giúp dùm cháu 

Sáng nay 21 cháu còn trả lời chưa ai cứu 8g sáng tới giờ mất liên lạc. Cháu Thư 0359564511

Nguyễn Thị Thu Hà 0967163478 tìm người thân","1","0.93"
"10239674864474861-top-0184","Tuy Phước - Bình Định ạ","0","0.6"
"10239674864474861-top-0185","O dau ma nhieu nuoc vay troi","0","0.6"
"10239674864474861-top-0186","Thương quá","0","0.8"
"10239674864474861-top-0187","Phú Yên","0","0.6"
"10239674864474861-top-0188","S.O.S 💥💥💥💥
CỨU HỘ NHÂN VIÊN EM VỚI😔 (Nhơn Phú ) Quy Nhơn Bắc ( Hẻm 878 Hùng Vương chạy vào). 
Đang cầu cứu gấp ạ, gia đình có 2 vợ chồng và 1 bé nhỏ 2 tuổi đang ở trên mái nhà.
Số điện thoại liên hệ: Hoa - 0902148984 , 0962066788
NHỜ MỌI NGƯỜI CHIA SẺ GIÚP EM!!!!
#QuyNhon
#SOS","1","0.76"
"10239674864474861-top-0189","🆘🆘🆘
Dạ hiện tại ở khu vực Đội 4 - Xóm Lý - Thôn Phước Khánh, Phú Yên cũ đang ngập sâu sắp lút mái rồi ạ. Gia đình gọi cứu hộ không được.
Hiện tại có ai đang có cano cứu giúp nhà em với ạ.
Nhà ở cuối xóm lý gần sân kho sát bên nhà Yến, mọi người giúp nhà em với ạ
Sđt: 0935 025 892
Sđt: 0376351469","1","0.86"
"10239674864474861-top-0190","Cứu trợ dùm em , số nhà 46A đường trung tâm xã, phường Vĩnh thạnh( chợ ga đi vô) , phường Tây nha trang.
Nhà có 2 người già , 3 trẻ nhỏ! 0987035234 Phương!","1","0.76"
"10239674864474861-top-0191","SOS
Thôn Xuân Thạnh 2, xã Hoà Tân Tây(cũ). Nhà bà Hai, thầy Tân. Nhà có bà lớn tuổi bị tai biến, không đi được, 1 em bé nhỏ và 1 người bị tâm thần.
Có đội cứu hộ thấy được, xin nhờ cứu giúp.
Sđt (0903585107)
Thành (0356216364)","1","0.76"
"10239674864474861-top-0192","Ông trời mưa mãi Tội quá","0","0.6"
"10239674864474861-top-0193","Mong các đội cứu hộ và chính quyến thấy tin của chị ấy giúp đỡ tiếp cận cứu 3 mẹ con của chị ấy với ạ . Gần 2 ngày rồi 3 mẹ con trên mái nhà có 1 bé nhỏ hơn 3 tuổi nữa vừa đói , khát lại vừa lạnh k biết cầm cự nổi k nữa 😭😭😭😭🙏🙏🙏","0","0.6"
"10239674864474861-top-0194","Xóm đồng ,bầu trạnh, vạn Lộc , hoà Mỹ đông Tây hoà - Phú Yên , mẹ con chị ấy kêu gọi sáng giờ chưa có ai hết ạ  (2 đứa con nít và 1 người lớn)
Chi đào : 0359931618.. cứu mẹ con c ấy với mọi người, có bé nhỏ ngồi trên mái nhà mưa từ chiều giờ rồi ạ😭😭😭😭","1","0.76"
"10239674864474861-top-0195","#🆘🆘🆘
CẤP CỨU GẤP NHÀ CHỈ CÓ 2 NGƯỜI LỚN ( lũ ngập hơn nửa nhà)
đc: 25/7 đường Miên Hoa, Thôn 2, Diên Phú. (Cô Nuoi Phan ) Sdt: 0974967037 ( Cô Nuôi)
Sdt: 09134292222 ( cậu em)
Sdt em: 0337103545","1","0.8"
"10239674864474861-top-0196","máy cô chú máy ace có ai biết số cưu hồ kêu gọi dùm e cưu gia đình e với e ở trọ diên phú đường cay sung đối nhiền số nhà 15 gần chỗ nhà hàng tiệc cưới hiễn vinh giờ thì nước đang cứ lên phòng trọ e thì có một đúa con gái mới đẻ đc 1tháng 5ngày với mốt đứa bé 15tháng có ai biết số sdt cưu hộ chỉ cho e hay số sdt e của e đây 0706116603","1","0.76"
"10239674864474861-top-0197","sđt liên lạc 0792779978(nhi)
0385123237( ba hoà)
đchi hẻm 1119 đường 23/10 phường tây nha trang 
tình hình 1người già tàn tật, 1 trẻ em và 7 người lớn
nước trong nhà đã lên 90phân gần 1mét k thể di chuyển ra ngoài 
giúp gia đình em với ạ em cảm ơn mng","1","0.8"
"10239674864474861-top-0198","Nhờ anh Huy Nguyen  cứu dùm bà cin khu vực này với ạ 🙏🙏","0","0.6"
"10239674864474861-top-0199","Chị Hân Đoàn Cẩm ,đã có đội cứu trợ nào vào chưa chị ơi,nhắn vào đây chị ơi","0","0.6"
"10239674864474861-top-0200","Dạ nhà em nước lên cao quá không có đường ra mọi người hỗ trợ cứu hộ cano giúp em với ạ vợ em mới sinh có con nhỏ và 2 ông bà lớn tuổi mắc kẹt không ra được . Địa chỉ 480 Đào Tấn cua vào công viên số 2 
Sdt : 0399823843 (Hiếu) mọi người hỗ trợ giúp em vơi ạ","1","0.93"
"10239674864474861-top-0201","Bình an","0","0.86"
"10239674864474861-top-0202","Luyện Trần Yến Nguyễn Lien Nguyen quê hương có ảnh hưởng gì không các bạn?","0","0.6"
"10239674864474861-reply-0202-0001","Mưa ngập thôi bạn, may mắn nhà ck L chỉ bị ngập sân nhà thôi.🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻","0","0.6"
"10239674864474861-reply-0202-0002","Lê Văn Hà mình vẫn trong vòng an toàn bạn ơi","0","0.6"
"10239674864474861-reply-0202-0003","Lê Văn Hà nhà Luyện vùng trung du nên tạm ổn, cảm ơn Hà nhiều!💞🙏","0","0.8"
"10239674864474861-top-0203","Cần hỗ trợ nhà a trai ở tổ 45 khu vực 6 phường Nhơn Bình
Hiện nhà có 2 em nhỏ và 3 ng lớn ai có đt  e với ạ
E gọi các cuộc gọi hiện nay đều bận
Sdt a trai e: 0934820692
Chia sẻ giùm","0","0.8"
"10239674864474861-top-0204","Thương quá bà con ơi","0","0.8"
"10239674864474861-top-0205","Chỉ biết khóc. Giờ chỉ hy vọng có đội cứu hộ nào tới tổ 50, khu phố 6, phường Nhơn Bình giúp hộ gia đình mình 2 đứa nhỏ và 2 ông bà. Ngày nay ở trên gát, nhưng giờ gát sấp ngập rồi ạ, Giúp em với cả nhà
Đt người nhờ giúp: 086 9050349","1","0.76"
"10239674864474861-top-0206","Quy nhơn","0","0.6"
"10239674864474861-top-0207","nhờ anh Huy chuyển tin cho đội cứu hộ ạ","0","0.6"
"10239674864474861-top-0208","Tổ 1, khu phố Thanh Đức, xã Hòa kiến, ( phú yên cũ). Gần 10 hộ dân gần ruộng đã leo lên nóc hết rồi ạ... 
0987085655. Phú
0376774028. Nghề","1","0.76"
"10239674864474861-top-0209","Xóm Soi , Phước Mỹ, Hoà Bình 2. Tây Hoà , Phú Yên. Khu gần  Gò Cỏ Chi,  nước ngập hết rồi, tình hình mưa lớn, nước sông ba còn lên nữa, cộng đồng quan tâm có gì giúp đỡ người dân.  vùng này ạ. Khu chỗ nhà ông Thầy 8 Ký. 098 365 1807","1","0.76"
"10239674864474861-top-0210","Gần cây xăng chín thử, thôn bàn thạch, hoà xuân đông, nước đã lên gần đụng trần nhà, nhà có 2 cô chú lơn tuổi còn kẹt ở đó, từ 9h tối qua đến nay vẫn chưa được ra ngoài ạ.0814150840
0812229537","1","0.76"
"10239674864474861-top-0211","CẤP CỨU!!!

Nhiều nhà dân ở đường Huỳnh Thúc Kháng, gần công ty Tuấn Việt, cầu Bà Nai,, thôn Dông Dinh, xã Diên Toàn bị mắc kẹt lụt trên nóc nhà.
Nhà mình có 2 người già đi lại bất tiện, 4 người lớn và 2 trẻ em. liên lạc được với nhà cách đây 4 tiếng thì ngập gần tới nóc rồi, giờ không biết thế nào.
Đã gọi cứu hộ nhưng không được
SĐT 0975163997 
SĐT 0934502379
SĐT 0385832101

Mong đội cứu hộ đến cứu với ạ.","1","0.93"
"10239674864474861-top-0212","","0","0.92"
"10239674864474861-reply-0212-0001","","0","0.92"
"10239674864474861-reply-0212-0002","","0","0.92"
"10239674864474861-reply-0212-0003","","0","0.92"
"10239674864474861-top-0213","","0","0.92"
"10239674864474861-top-0214","An thạch Giờ gọi về k dc k biết tình hình s rồi","0","0.6"
"10239674864474861-top-0215","Xóm chùa lồ cùng đi vào, thôn Phú Phong, xã hòa đồng đang rất cần cano cứu hộ, nước đã đến nóc nhà không trụ được nữa ạ. 11 người . Dthoai đã hết pin","1","0.86"
"10239674864474861-top-0216","","0","0.92"
"10239674864474861-top-0217","Em muốn nhờ anh Huy Nguyen cứu hộ giúp em chỗ chùa Chùa Thiên Quang,thôn Cảnh Tịnh,xã Hòa Thịnh ( Huyện Tây Hòa ), tỉnh Phú Yên cũ. Hiện tại ở đó không đi dc đâu ,có Sư Ông 90 tuổi bị bệnh ,mọi người đang mắc kẹt,nuóc dâng cao nữa sẽ không có cách nào cả. Sđt sư Thầy :
0906597555","1","0.76"
"10239674864474861-top-0218","Mưa rất lớn Anh Huy ơi","0","0.6"
"10239674864474861-top-0219","Đông phước Hoà An phú Hòa Phú Yên ( cũ). Nhà cấp 4 không à mn ơi. Xin hãy cứu lấy bà con","0","0.6"
"10239674864474861-top-0220","Mọi người ai ở Sơn Hoà Phú Yên có xuồng cano cứu hộ qua giúp sơ tán 2 ông bà với ah

0836013261 cô Điệp - 137 Trần Phú","1","0.76"
"10239674864474861-top-0221","Đấp ông tấn có trẻ em ng già nhìu cầu mong mng gọi hỗ trợ sdt 0827371516","0","0.8"
"10239674864474861-reply-0221-0001","Up","0","0.92"
"10239674864474861-top-0222","Đọc cmt mà đau lòng. Nhiều gia đình có ông bà và cháu nhỏ. Mong không thiệt hại về người","0","0.6"
"10239674864474861-top-0223","Nhà Trần Tấn Trinh , Trần Thị Kim Luyến, đội 2 thôn Phú Ân xã Hòa An , Phú Hòa, Phú Yên, gần cầu 3 mô. KHU CÔNG NGHIỆP HÒA AN CÂY SỐ 4. Cần cứu hộ... Có 2 người già bệnh . Mình gọi tất cả số cứu hộ đều máy bận. Ai biết liên hệ giúp. Số điện thoại: 0966644789. Xin cảm ơn!!!","1","0.76"
"10239674864474861-top-0224","Đoàm xe lưu ý. Hiện tại quốc lộ 1a địa phận xã cát hanh, phù cát, bình định ( cũ) không cho lưu thông từ nửa buổi sáng nay rồi ạ. Cảm ơn","0","0.8"
"10239674864474861-top-0225","SOS xin cứu giúp nhà tôi có 10 người lớn và trẻ em nước sắp chạm ngói rồi. Tổ dân phố 2, Khu phố 4, Quy Nhơn Bắc. 
093 7946693
Xin cám ơn","1","0.86"
"10239674864474861-reply-0225-0001","Luong Viet Khu này gần đường rây xe lửa pk a. Ng thân em cũng ở đó","0","0.6"
"10239674864474861-top-0226","Mn đăng bài dùm e với xin cứu hộ ở hiệp đồng ( xóm dâu), hoà xuân tây , phường đông hòa, nhà 1 phụ nữ 1 trẻ nhỏ với 2 ngừoi già. Hiện tại đang bị sập nhà nước lớn
Sdt: 0345755210
 Sdt: 0961386724","1","0.86"
"10239674864474861-top-0227","Anh Huy Nguyen Mẹ Em va Chị gái, trẻ em đang ở Tổ 42, phường Nhơn Bình( củ) , Quy Nhơn, đối diện trường ĐH Quang Trung , Bình Định. Mẹ Em 72T, 1 tre em, 1 Chi nhà đang ngập lên tận cổ . Sdt chị gái 035 5409161. Vui lòng đội cứu hộ giúp gia đình Em ạ. Em cảm ơn rất nhiều ạ.","1","0.76"
"10239674864474861-top-0228","Nghe nói 4/12 có bão vào khánh hoà có không chú huy","0","0.6"
"10239674864474861-reply-0228-0001","Quốc Dũng em lo xa","0","0.6"
"10239674864474861-top-0229","Thôn Mỹ Long, An Dân cũ.","0","0.6"
"10239674864474861-top-0230","Mong mọi người bình an, 'bình an' không chỉ là một mong ước, mà còn là một điều chúng ta có thể cùng nhau tạo ra!","0","0.86"
"10239674864474861-top-0231","Khổ quá","0","0.6"
"10239674864474861-top-0232","","0","0.92"
"10239674864474861-top-0233","Cầu mong tất cả đều được bình an 🙏❤️","0","0.86"
"10239674864474861-top-0234","0977350181 - Chú Toàn
098 9778290 - Thi
Giúp mình với 
Nguyên khu vực đội 10, thôn Hà Yến , Tuy An Đông ( An Thạch cũ )  ko nhà nào có gác hết ạ, kẹt trong nhà ,  nhà có ba lớn tuổi bệnh mong mn giúp đỡ  🛑🛑","1","0.76"
"10239674864474861-top-0235","Tình hình xóm sau cầu sông đào thôn cảnh tịnh hòa thịnh tây hòa phú yên cũ. có đội cứu hộ nào vào được chưa ạ.có ai trong xóm nhà chị dung đen xưởng may đi ra ngoài chưa ạ. E bị mất liên lạc với nhà từ tối qua.  Lúc 17h30 nước vào 2/3 nhà.nhà không gác xép.Nhà chú 9 toàn (máy cày) cuối xóm có 2 cháu nhỏ 2 người lớn. cuối xóm giữa đồng không liên lạc được. Nếu ai thấy ba mẹ e và 2 bé nhỏ 5 tuổi thì báo giúp e với . 0372.00.12.70.","1","0.86"
"10239674864474861-top-0236","Thanh Vo em cmt vào đây nếu nhà em chưa có ai vào giúp nha","0","0.6"
"10239674864474861-top-0237","25/7 đường Miên Hoa, Thôn 2, Diên Phú, Diên Khánh, Khánh Hoà.
Đây là địa chỉ cũ em không biết địa chỉ mới, mong cứu hộ tìm thấy. Ai biết cô Nuoi Phan giáo viên thì mong mng giúp đỡ.","0","0.6"
"10239674864474861-top-0238","Mọi người ơi giúp em với ạ😭
Nhà chị em có 2 trẻ nhỏ 2 tuổi 2 người già với 2 người lớn mà h ngập hơn giường r không biết phải làm saoo gọi cứu hộ cũng không nghe
Chỗ ở: gần chợ diên an đi lên xíu nữa, cua bên tay trái khu có nhiều đám ruộng đường đất phố , Phú Ân Nam 3, xã Diên An cũ gần với Mei clothing
Sdt: 0979 602 543  0905572950
Bây giờ mất sóng mất mạng di độnh mất sạch rồi ạ  không gọi được ạ","1","0.8"
"10239674864474861-top-0239","Mong có ai gần đó giúp ạ.","0","0.6"
"10239674864474861-top-0240","Thương người dân mình quá","0","0.6"
"10239674864474861-top-0241","Cứu giúp anh ơi","0","0.6"
"10239674864474861-top-0242","Cứu giúp e vs ạ","0","0.6"
"10239674864474861-top-0243","Cháu tôi: 2 ng lớn và 2 em bé học cấp 1, nhà ở gần Cầu Bè, hẻm garage Lê Bình đi xuống, số đt 0935436569. Cầu mong mọi người cứu giúp!!!","0","0.6"
"10239674864474861-top-0244","Tối qua khối không khí lạnh mạnh tràn về Hà Tĩnh - ngay trong đất liền mà gió mạnh gần tuonhw đương cấp 8 giật cấp 8 - quần mạnh khoảng hơn 1 tiếng ghê quá sau đó gây mưa tầm tã suốt đêm đến giờ mưa mới nhẹ hơn chút .khiếp - không biết ngoài biển gió to mức nào nữa - ko phải về đột ngột trong dạng thời tiết ""nắng 3 trưa"" mà mạnh gió như vậy cũng là nét đặc biệt hiếm thấy vì những ngày trc đó mưa rét triền miên nó ở dạng tăng cường mà rất mạnh","0","0.6"
"10239674864474861-top-0245","Số Cứu Hộ 🆘 0855505552 🆘 
Các Anh Em Cứu Hộ Quảng Ngãi di chuyển gần tới Bình Định mình rồi (6 Cano và Bếp ăn, nhu yếu phẩm giúp đỡ cho Bà Con)

Cả Nhà Mình ơi hãy chia sẽ thông tin…Hiện tại chỗ nào Bà Con cần cứu gấp xin hãy gọi: 0855505552

BIÊT ĐỘI CỨU HỘ 0Đ 76 QUẢNG NGÃI ĐẾN VỚI BÀ CON BÌNH ĐỊNH ĐÂY Ạ 
- SDT CỨU HỘ: 0855505552
CÁC ANH CHỊ EM CHIA SẺ ĐỂ BÀ CON NẮM ĐƯỢC THÔNG TIN 🙏

Nam Mô A Di Đà Phật 🙏🙏🙏","1","0.76"
"10239674864474861-top-0246","Xin cứu hộ đến cứu giùm Đội 3, Thôn Tân Hoà, xã Xuân Sơn Nam, huyện Đồng Xuân, tỉnh Phú Yên (cũ). Nhà bà Tám Khéo, tên đầy đủ Nguyễn Thị Thu Trang. Nhà nằm sâu trong xóm và gần sông, lúc 6:00 sáng liên lạc Má báo nước vào nhà lên tới ngực, có 1 mình Má e đang kẹt trong nhà, hiện tại e gọi Má ko được, gọi cứu hộ thì cứ máy bận. Làm ơn 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻","0","0.6"
"10239674864474861-top-0247","Tin tức","0","0.6"
"10239674864474861-top-0248","Anh ơi cứu hộ dùm Vùng 7 An Định Tuy An Phú yên nha Anh (địa chỉ mới Tuy An Bắc)","0","0.6"
"10239674864474861-top-0249","Xin làm ơn cứu giúp cháu bé 11 tuổi bị đau ruột thừa, nhà ở sân kho thôn bình thanh , an ninh Tây Tuy An , Phú Yên, đt0911364321,là bà nội, 0981691705 là số của mẹ","1","0.76"
"10239674864474861-top-0250","Sdt: 0366695938","0","0.6"
"10239674864474861-top-0251","Cứu hộ, cano có vào khu vực gần 𝟑𝟗 𝐍𝐠𝐮𝐲𝐞̂̃𝐧 𝐂𝐡𝐢́ 𝐃𝐢𝐞̂̃𝐮, 𝐏𝐡𝐮̛𝐨̛̀𝐧𝐠 𝐐𝐮𝐲 𝐍𝐡𝐨̛𝐧 𝐁𝐚̆́𝐜 , Quy Nhơn
🔴 ☎ 0988.973.112 hoặc 0913.03.8877
Xin giúp đỡ gia đình mua hộ: 𝗡𝘂̛𝗼̛́𝗰 𝘀𝗮̣𝗰𝗵, 𝗧𝗮̃ 𝘃𝗮̀ 𝗦𝘂̛̃𝗮 cho bé con 𝟭 𝘁𝘂𝗼̂̉𝗶 (Dielac Gold 3 hoặc bất cứ sữa gì thay thế) 
Rất mong nhận được sự giúp đỡ và chân thành cảm ơn!","0","0.6"
"10239674864474861-top-0252","A huy có số cứu hộ ở ninh hòa .khánh hòa ko a .","0","0.6"
"10239674864474861-top-0253","Đội cứu hộ nào cứu giúp với ạ!","0","0.6"
"10239674864474861-reply-0253-0001","Vạn củi quán- thôn diêm điền- tuy an- phú yên cũ","0","0.6"
"10239674864474861-top-0254","Anh chị ơi cho em hỏi đoạn 190 Lê Lợi, Phú Yên sau 9h30 sáng nay nước còn lên cao nhiều hơn ko cả nhà.","0","0.6"
"10239674864474861-top-0255","","0","0.92"
"10239674864474861-top-0256","Cần giúp đỡ trường hợp 2 ông bà cụ 85t, thôn phú diễn, xã hòa đồng, huyện tây hòa, sdt 0775807592","0","0.6"
"10239674864474861-top-0257","trời ơi đừng mưa nữa","0","0.6"
"10239674864474861-top-0258","Ho Thi Bich Dan có ai cần cứu không nè","0","0.6"
"10239674864474861-top-0259","Bình định khi nào ngớt mưa a? Nước lớn lắm rồi","0","0.6"
"10239674864474861-top-0260","Chỉ sợ huyện Đồng Xuân của mình bị cô lập thôi ạ,khó có ca no hay cứu hộ nào đến được, vì địa hình phức tạp quá ạ,giờ mọi người ai đang nguy hiểm, hãy ngồi bình tĩnh và Niệm Danh hiệu của Bồ Tát Quán thế Âm,mong ngài dùng thần lực mới cứu nổi thôi ạ,chứ sức người em nghĩ không ai tới cứu kịp đâu các anh chị ơi, nghe ở đâu cũng kêu cứu mà bất lực chỉ biết khóc thôi ạ,cũng may em dẫn con em vào đây chớ không ở ngoài đó em cũng đang kêu cứu.","1","0.76"
"10239674864474861-top-0261","Thôn hoà hậu xã an thạch không liên lạc được. Mong mọi người giúp đỡ","1","0.76"
"10239674864474861-top-0262","Hi anh và bạn bè gần xa mong chỉ dẫn, hỗ trợ giúp 🙏🏻🙏🏻🙏🏻

==> Có cách nào để biết được mức nước khu vực này hiện tại đang như thế nào không? Mong mọi người chỉ dẫn giúp.

Tình hình nhà Mẹ bạn mình ở Thôn Mỹ Thạnh Trung 1, Xã Hòa Phong, Huyện Tây Hòa, Tỉnh Phú Yên cũ - Đak Lak mới. Mẹ hiện ở một mình, nhà mẹ bị ngập đầu tiên.

4h chiều hôm qua, ngày 19/11: Nước dâng lên 0.5m so với nền nhà.

Đến giờ không liên lạc được với Mẹ, xung quanh mất điện hoàn toàn. Không rõ tình hình Mẹ giờ ra sao.

Mong mọi người chỉ thêm cách, chia sẻ thông tin cứu trợ giúp. Thay mặt bạn, mình xin cảm ơn!","1","0.86"
"10239674864474861-top-0263","Ở ngay dươi chân cầu dứa đường hem phú nông có máy nhà đang cân giup bị kẹt trên gac từ 4h sáng  đt k liên lac đc xin đên đó gọi to lên cho người nha nghe tiếng để bik vs ạ…","0","0.6"
"10239674864474861-top-0264","Nam mô đai từ đại bi QUAN THẾ ÂM BỒ  TÁT","0","0.6"
"10239674864474861-top-0265","Cầu mong mọi người bình an","0","0.86"
"10239674864474861-top-0266","Tin nhắn cầu cứu khẩn cấp

Cầu cứu! Nhà tôi đang bị ngập sâu. Trong nhà chỉ còn lại ba mẹ tôi đều trên 70 tuổi, không thể tự di chuyển.

Địa chỉ: Thôn Nho Lâm, xã Phú Hoà 2, Phú Yên cũ . ( nhà ở xóm đồng, đối diện với chùa núi Bà Khương)

Vui lòng hỗ trợ đưa ba mẹ tôi đến khu vực an toàn/cao ráo.

Tôi xin chân thành cảm ơn!","0","0.6"
"10239674864474861-top-0267","Chấm chấm","0","0.6"
"10239674864474861-top-0268","Gia đình em ở xóm Bau ngang , thôn Phú phong xã hòa đồng , Tây hòa , Phú Yên cũ . Nhà e 1 cụ già 102t , 1 trẻ nhỏ khuyết tật , 1 ng lớn 65t . Gọi đt cứu hộ cháy máy ko ai nghe . Giờ cô lập nước đen nóc nhà luôn rồi . Chớt chứ sao sống nổi . Mong chinh quyền đen cứu giúp . 0988931795","1","0.86"
"10239674864474861-top-0269","Có ai khu vực phú yên hổ trợ cứu dùm gia đình ở vung 7  thôn long thăng xã an định không ạ có em bé nhỏ và người già không đi chạy được ạ","1","0.76"
